,word,n_feature
5562,weald,6.0
5563,wealds,7.0
5564,weals,8.0
5565,wealth,4.0
5566,wealths,5.0
5567,wean,3.0
5568,weaned,4.0
5569,weans,4.0
5570,wear,3.0
5571,wears,4.0
5572,weave,6.0
5573,weaves,7.0
5574,web,3.0
5575,webs,4.0
5576,wed,
5577,wed,
5578,wedge,7.0
5579,weds,5.0
5580,wee,8.0
5581,weed,11.0
5582,weeds,12.0
5583,week,4.0
5584,weeks,5.0
5585,weep,5.0
5586,weeps,6.0
5587,weigh,4.0
5588,weight,5.0
5589,weights,6.0
5590,weird,5.0
5591,weld,5.0
5592,welds,6.0
5593,well,6.0
5594,welsh,9.0
5595,welt,7.0
5596,welts,8.0
5597,wen,7.0
5598,wench,14.0
5599,wend,4.0
5600,went,7.0
5601,wept,6.0
5602,were,7.0
5603,west,6.0
5604,wet,5.0
5605,whack,7.0
5606,whacked,8.0
5607,whacks,8.0
5608,whale,9.0
5609,wham,7.0
5610,wharf,12.0
5611,wharves,13.0
5612,what,8.0
5613,wheat,16.0
5614,wheats,17.0
5615,wheel,12.0
5616,wheels,13.0
5617,wheeze,8.0
5618,wheezed,9.0
5619,whelp,10.0
5620,whelps,11.0
5621,when,9.0
5622,whence,10.0
5623,where,12.0
5624,whet,4.0
5625,whey,6.0
5626,which,9.0
5627,whiff,8.0
5628,whiffs,9.0
5629,whig,10.0
5630,whigs,11.0
5631,while,7.0
5632,whim,4.0
5633,whims,5.0
5634,whin,15.0
5635,whine,4.0
5636,whined,5.0
5637,whines,5.0
5638,whip,5.0
5639,whipped,6.0
5640,whips,6.0
5641,whir,4.0
5642,whirl,7.0
5643,whirled,8.0
5644,whirls,8.0
5645,whirs,5.0
5646,whisk,6.0
5647,whisked,7.0
5648,whisks,7.0
5649,whist,3.0
5650,white,5.0
5651,whits,7.0
5652,whiz,6.0
5653,whizzed,7.0
5654,who,9.0
5655,whole,5.0
5656,whom,10.0
5657,whoop,5.0
5658,whop,7.0
5659,whore,13.0
5660,whores,14.0
5661,whorl,5.0
5662,whorls,6.0
5663,whose,9.0
5664,wick,7.0
5665,wicks,8.0
5666,wide,8.0
5667,width,6.0
5668,widths,7.0
5669,wield,4.0
5670,wife,12.0
5671,wig,7.0
5672,wigs,8.0
5673,wild,7.0
5674,wile,7.0
5675,wiles,8.0
5676,will,5.0
5677,willed,6.0
5678,wills,6.0
5679,wilt,6.0
5680,wilts,7.0
5681,win,6.0
5682,wince,7.0
5683,winced,8.0
5684,winch,7.0
5685,wind,6.0
5686,winds,7.0
5687,wine,6.0
5688,wines,7.0
5689,wing,7.0
5690,wings,8.0
5691,wink,6.0
5692,winked,7.0
5693,winks,7.0
5694,wins,7.0
5695,wipe,6.0
5696,wiped,7.0
5697,wipes,7.0
5698,wire,5.0
5699,wires,6.0
5700,wise,6.0
5701,wish,5.0
5702,wished,6.0
5703,wisp,6.0
5704,wisps,7.0
5705,wit,7.0
5706,witch,8.0
5707,with,8.0
5708,wits,8.0
5709,wives,13.0
5710,woe,4.0
5711,woes,5.0
5712,woke,5.0
5713,wolf,24.0
5714,wolves,25.0
5715,womb,8.0
5716,wombs,9.0
5717,won,7.0
5718,wont,6.0
5719,woo,5.0
5720,wood,7.0
5721,woods,8.0
5722,wooed,6.0
5723,woof,9.0
5724,woofs,10.0
5725,wool,7.0
5726,wools,8.0
5727,woos,6.0
5728,word,8.0
5729,words,9.0
5730,wore,4.0
5731,work,4.0
5732,works,5.0
5733,world,2.0
5734,worlds,3.0
5735,worm,11.0
5736,worms,12.0
5737,worst,7.0
5738,wort,13.0
5739,worth,6.0
5740,would,7.0
5741,wove,7.0
5742,wow,6.0
5743,wrack,5.0
5744,wraith,8.0
5745,wraiths,9.0
5746,wrap,3.0
5747,wrapped,4.0
5748,wraps,4.0
5749,wrath,6.0
5750,wraths,7.0
5751,wreak,4.0
5752,wreath,10.0
5753,wreathe,2.0
5754,wreaths,11.0
5755,wreck,5.0
5756,wrecked,6.0
5757,wrecks,6.0
5758,wren,31.0
5759,wrench,6.0
5760,wrenched,7.0
5761,wrens,32.0
5762,wrest,6.0
5763,wrests,7.0
5764,wretch,10.0
5765,wright,10.0
5766,wring,6.0
5767,wrist,8.0
5768,wrists,9.0
5769,writ,12.0
5770,write,4.0
5771,writes,5.0
5772,writhe,5.0
5773,writhed,6.0
5774,writhes,6.0
5775,writs,13.0
5776,wrong,6.0
5777,wrote,5.0
5778,wry,6.0
5779,yacht,18.0
5780,yachts,19.0
5781,yak,8.0
5782,yaks,9.0
5783,yam,8.0
5784,yams,9.0
5785,yank,7.0
5786,yanked,8.0
5787,yanks,8.0
5788,yap,5.0
5789,yapped,6.0
5790,yaps,6.0
5791,yard,5.0
5792,yards,6.0
5793,yarn,9.0
5794,yarns,10.0
5795,yaw,3.0
5796,yawl,21.0
5797,yawls,22.0
5798,yawn,9.0
5799,yawned,10.0
5800,yawns,10.0
5801,yaws,4.0
5802,yea,8.0
5803,yeah,8.0
5804,year,4.0
5805,yearn,5.0
5806,yearned,6.0
5807,yearns,6.0
5808,years,5.0
5809,yeast,6.0
5810,yeasts,7.0
5811,yell,4.0
5812,yelled,5.0
5813,yells,5.0
5814,yelp,5.0
5815,yelps,6.0
5816,yen,3.0
5817,yens,4.0
5818,yes,7.0
5819,yet,10.0
5820,yield,6.0
5821,yields,7.0
5822,yob,11.0
5823,yoke,7.0
5824,yokes,8.0
5825,yolk,5.0
5826,yolks,6.0
5827,yon,12.0
5828,yore,4.0
5829,yores,5.0
5830,you,9.0
5831,young,5.0
5832,your,9.0
5833,yours,10.0
5834,youth,10.0
5835,youths,11.0
5836,yowl,4.0
5837,yule,5.0
5838,yules,6.0
5839,zap,5.0
5840,zeal,4.0
5841,zeals,5.0
5842,zed,11.0
5843,zeds,12.0
5844,zee,11.0
5845,zen,6.0
5846,zens,7.0
5847,zest,4.0
5848,zests,5.0
5849,zinc,7.0
5850,zincs,8.0
5851,zip,6.0
5852,zipped,7.0
5853,zips,7.0
5854,zone,5.0
5855,zones,6.0
5856,zoo,5.0
5857,zoom,4.0
5858,zoomed,5.0
5859,zooms,5.0
5860,zoos,6.0
